id,occurred_at 112,occurred_time 112,location_text 112,weather 2,light_condition 2,accident_type 2,dead_count 112,injured_count 112,vehicle_1_type 2,vehicle_1_detail 2,vehicle_2_type 2,longitude112,latitude112
1,2023-01-03,19:49:00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村科大路1段附近,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.592911,22.630031
2,2023-01-06,06:49:38,屏東縣內埔鄉壽比路528號,晴,日間自然光線,車與車,0,2,小貨車(含客、貨兩用),自用,其他,120.596812,22.635888
3,2023-01-07,18:45:39,屏東縣內埔鄉壽比路655-1號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.595474,22.639359
4,2023-01-08,13:16:55,屏東縣內埔鄉壽比路627號前,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.596159,22.637159
5,2023-01-14,23:25:52,屏東縣內埔鄉壽比路與福泰路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.594824,22.631628
6,2023-02-12,16:37:00,屏東縣內埔鄉壽比路126號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.594445,22.631144
7,2023-02-19,18:50:00,屏東縣內埔鄉老埤村壽比路205號附近,晴,夜間(或隧道、地下道、涵洞)有照明,汽(機)車本身,0,2,人,乘客,其他,120.595573,22.63212
8,2023-02-24,19:14:00,屏東縣內埔鄉學府路口 / 屏東縣內埔鄉壽比路附近,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,其他,120.595503,22.640707
9,2023-02-25,11:56:00,屏東縣內埔鄉壽比路680號,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.596144,22.63866
10,2023-03-02,18:14:52,屏東縣內埔鄉老埤村壽比路587號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)無照明,車與車,0,2,機車,普通重型,機車,120.596355,22.636838
11,2023-03-03,13:09:00,屏東縣內埔鄉壽比路723號前0.0公尺,晴,日間自然光線,車與車,0,1,小客車,自用,其他,120.595281,22.639936
12,2023-03-13,06:29:12,屏東縣內埔鄉壽比路747號,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.595341,22.640418
13,2023-03-14,12:15:00,屏東縣內埔鄉壽比路573-1號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.596438,22.636064
14,2023-03-16,15:40:39,屏東縣內埔鄉壽比路301號,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.597189,22.632323
15,2023-03-16,15:55:00,屏東縣內埔鄉壽比路214號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.595736,22.632095
16,2023-03-17,12:03:48,屏東縣內埔鄉壽比路746巷,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.596841,22.640409
17,2023-03-21,14:24:42,屏東縣內埔鄉壽比路2-10號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.591026,22.628353
18,2023-03-23,19:12:54,屏東縣內埔鄉老埤村壽比路泰安國小前,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,人,乘客,其他,120.594105,22.630782
19,2023-03-28,10:49:53,屏東縣內埔鄉壽比路177號,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.595036,22.631919
20,2023-03-30,17:56:23,屏東縣內埔鄉壽比路科大路,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.596727,22.635803
21,2023-03-31,19:38:57,屏東縣內埔鄉老埤村壽比路577號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.596452,22.636375
22,2023-04-12,09:16:00,屏東縣內埔鄉老埤村壽比路700-1號前0.0公尺附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.595779,22.638886
23,2023-04-12,18:50:46,屏東縣內埔鄉壽比路43號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.592418,22.62962
24,2023-04-16,19:32:57,屏東縣內埔鄉壽比路713號附近,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,3,人,乘客,其他,120.595434,22.639491
25,2023-04-18,09:54:02,屏東縣內埔鄉老埤村壽比路與統嶺巷口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.597447,22.634247
26,2023-04-20,14:44:00,屏東縣內埔鄉壽比路226號前0.0公尺,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.596062,22.632273
27,2023-04-26,12:22:00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.596732,22.635793
28,2023-04-28,12:39:14,屏東縣內埔鄉壽比路705號前0.0公尺,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.59561,22.639253
29,2023-04-28,22:52:00,屏東縣內埔鄉壽比路420號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.597985,22.633474
30,2023-05-02,12:18:47,屏東縣內埔鄉壽比路170號前,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.595024,22.631662
31,2023-05-03,15:56:00,屏東縣內埔鄉壽比路與和成巷口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.596727,22.635803
32,2023-05-04,21:04:00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉壽比路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.594102,22.630787
33,2023-05-06,07:42:00,屏東縣內埔鄉老埤村壽比路116號附近,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.593933,22.63086
34,2023-05-08,14:03:38,屏東縣內埔鄉壽比路628號前,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.596243,22.637652
35,2023-05-08,14:19:00,屏東縣內埔鄉老埤村壽比路186號前0.0公尺附近,晴,日間自然光線,人與汽(機)車,0,1,人,行人,其他,120.59529,22.631936
36,2023-05-16,12:37:00,屏東縣內埔鄉壽比路723號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.595483,22.639968
37,2023-05-18,09:50:00,屏東縣內埔鄉老埤村壽比路692-1號前0.0公尺附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.595809,22.638819
38,2023-05-25,13:31:43,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉學府路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.595473,22.640843
39,2023-05-25,19:30:00,屏東縣內埔鄉壽比路628號,晴,夜間(或隧道、地下道、涵洞)無照明,車與車,0,2,機車,普通重型,機車,120.596243,22.637652
40,2023-06-05,12:09:00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉福泰路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.594847,22.631651
41,2023-06-06,10:17:15,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉壽比路,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.597556,22.6325
42,2023-06-06,10:17:15,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉壽比路,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.597556,22.6325
43,2023-06-06,12:08:00,屏東縣內埔鄉老埤村壽比路與統領巷,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.597442,22.634274
44,2023-06-06,14:07:00,屏東縣內埔鄉壽比路附近 / 屏東縣內埔鄉通安路,晴,日間自然光線,汽(機)車本身,0,1,,,,120.59803,22.633146
45,2023-06-11,12:09:00,屏東縣內埔鄉中林路口 / 屏東縣內埔鄉壽比路附近,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.595584,22.641539
46,2023-06-11,18:27:34,屏東縣內埔鄉老埤村壽比路200號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.595673,22.632087
47,2023-06-13,17:29:00,屏東縣內埔鄉老埤村壽比路587號前0.0公尺附近,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.596377,22.636823
48,2023-06-18,08:21:52,屏東縣內埔鄉壽比路、和成巷口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.596783,22.635801
49,2023-06-18,08:42:00,屏東縣內埔鄉壽比路528號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.596812,22.635888
50,2023-06-20,18:45:52,屏東縣內埔鄉壽比路739號,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.595327,22.640266
51,2023-06-23,11:00:32,屏東縣內埔鄉壽比路189巷口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.595288,22.631936
52,2023-06-25,11:48:24,屏東縣內埔鄉壽比路739號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.595327,22.640266
53,2023-07-15,19:43:00,屏東縣內埔鄉壽比路655號前0.0公尺,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.595955,22.63816
54,2023-07-20,11:30:00,屏東縣內埔鄉壽比路311號前0.0公尺,晴,有照明未開啟或故障,車輛本身,0,1,,,,120.597515,22.63246
55,2023-07-22,08:12:00,屏東縣內埔鄉壽比路655號,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.595955,22.63816
56,2023-07-24,11:15:28,屏東縣內埔鄉老埤村壽比路279號前0.0公尺,晴,無照明,人與車,0,2,人,行人,其他,120.596711,22.632257
57,2023-08-03,10:26:07,屏東縣內埔鄉壽比路2之10號前,晴,無照明,車輛本身,0,1,,,,120.593208,22.629991
58,2023-08-10,19:56:00,屏東縣內埔鄉壽比路616-3號前0.0公尺,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.596375,22.637123
59,2023-08-13,18:34:00,屏東縣內埔鄉壽比路403號前0.0公尺,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.597899,22.633483
60,2023-08-29,12:04:21,屏東縣內埔鄉壽比路226號前0.0公尺,晴,無照明,車與車,0,1,小貨車(含客、貨兩用),自用,其他,120.595926,22.632211
61,2023-09-02,10:18:00,屏東縣內埔鄉壽比路651號,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.595716,22.638861
62,2023-09-05,10:36:02,屏東縣內埔鄉學府路與壽比路口,晴,無照明,車與車,0,1,大客車,公營公車,汽車,120.595482,22.640785
63,2023-09-07,20:50:00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉通安路附近,雨,有照明且開啟,車與車,0,2,人,乘客,其他,120.598037,22.633106
64,2023-09-09,19:40:54,屏東縣內埔鄉壽比路536號前,陰,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.59671,22.636214
65,2023-09-10,17:10:00,屏東縣內埔鄉壽比路725號前0.0公尺,陰,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.595504,22.639909
66,2023-09-11,18:42:00,屏東縣內埔鄉壽比路651號附近,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.595759,22.638859
67,2023-09-13,07:06:20,屏東縣內埔鄉壽比路與南山路口,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.596727,22.635803
68,2023-09-14,13:24:00,屏東縣內埔鄉壽比路746巷22-1號前0.0公尺,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596449,22.64045
69,2023-09-17,14:17:10,屏東縣內埔鄉壽比路與南山路口,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.596727,22.635803
70,2023-09-18,13:06:44,屏東縣內埔鄉壽比路628-6號前,晴,無照明,車與車,0,3,人,乘客,其他,120.596397,22.637611
71,2023-09-25,05:17:00,屏東縣內埔鄉老埤村壽比路447號附近,晴,有照明且開啟,車輛本身,0,3,人,乘客,其他,120.597517,22.634124
72,2023-09-25,09:08:00,屏東縣內埔鄉壽比路241號,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596524,22.632279
73,2023-09-25,13:54:05,屏東縣內埔鄉壽比路738號,雨,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.595576,22.640105
74,2023-09-25,18:20:49,屏東縣內埔鄉壽比路745號,雨,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.595493,22.640347
75,2023-09-25,20:20:21,屏東縣內埔鄉科大路、壽比路165巷口,陰,有照明且開啟,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.58904,22.633821
76,2023-09-26,12:09:50,屏東縣內埔鄉壽比路和成巷,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596727,22.635803
77,2023-09-27,12:10:00,屏東縣內埔鄉壽比路616號附近,晴,有照明且開啟,車與車,0,2,人,乘客,其他,120.596343,22.637072
78,2023-10-07,11:55:43,屏東縣內埔鄉壽比路359巷,晴,有照明未開啟或故障,車與車,0,4,人,乘客,其他,120.595859,22.63424
79,2023-10-11,13:15:02,屏東縣內埔鄉壽比路116號,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.594091,22.63079
80,2023-10-17,17:36:00,屏東縣內埔鄉壽比路116號,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.593987,22.630865
81,2023-10-20,12:20:10,屏東縣內埔鄉壽比路627號前,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.596159,22.637159
82,2023-10-23,08:20:30,屏東縣內埔鄉壽比路與南山路口,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.597517,22.632385
83,2023-10-24,07:33:00,屏東縣內埔鄉老埤村壽比路口 / 屏東縣內埔鄉老埤村壽比路附近,晴,有照明未開啟或故障,人與車,0,2,人,行人,其他,120.597544,22.632442
84,2023-10-25,16:51:05,屏東縣內埔鄉老埤村壽比路165巷口,晴,無照明,車與車,0,1,人,乘客,其他,120.594862,22.631686
85,2023-10-27,12:00:39,屏東縣內埔鄉壽比路730號前0.0公尺,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.595585,22.639658
86,2023-11-02,11:56:00,屏東縣內埔鄉壽比路268號,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.596444,22.632221
87,2023-11-08,13:21:00,屏東縣內埔鄉壽比路625號前0.0公尺,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.596191,22.637113
88,2023-11-10,23:45:00,屏東縣內埔鄉壽比路628-2號前0.0公尺附近,晴,有照明且開啟,車輛本身,0,2,人,乘客,其他,120.596177,22.637638
89,2023-11-16,21:24:38,屏東縣內埔鄉壽比路627號前,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.596159,22.637159
90,2023-11-19,19:26:00,屏東縣內埔鄉壽比路749巷口,晴,有照明且開啟,人與車,0,2,人,行人,其他,120.595459,22.640544
91,2023-11-20,12:48:33,屏東縣內埔鄉壽比路405號前0.0公尺,晴,無照明,車與車,0,2,人,行人,其他,120.595901,22.638594
92,2023-11-20,17:09:10,屏東縣內埔鄉壽比路680號前0.0公尺,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.595908,22.638568
93,2023-11-22,12:02:00,屏東縣內埔鄉壽比路573號前0.0公尺,晴,有照明未開啟或故障,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.596623,22.635984
94,2023-11-22,12:05:00,屏東縣內埔鄉壽比路573號前0.0公尺,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596634,22.635984
95,2023-11-22,12:35:25,屏東縣內埔鄉壽比路和成巷,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596727,22.635803
96,2023-11-23,12:11:18,屏東縣內埔鄉壽比路145號附近,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.594535,22.631547
97,2023-11-24,12:29:52,屏東縣內埔鄉壽比路713號,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.595434,22.639491
98,2023-11-26,15:06:00,屏東縣內埔鄉壽比路口 / 屏東縣內埔鄉昌南路,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.596727,22.635803
99,2023-11-27,14:59:00,屏東縣內埔鄉老埤村壽比路688-1號前0.0公尺附近,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.595853,22.638625
100,2023-11-27,20:44:43,屏東縣內埔鄉壽比路學府路,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.595507,22.640884
101,2023-11-30,12:12:00,屏東縣內埔鄉壽比路與和成巷口,晴,有照明未開啟或故障,車與車,0,3,機車,普通重型,機車與自行車,120.596727,22.635803
102,2023-12-02,11:50:49,屏東縣內埔鄉老埤村壽比路與和成巷口,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.596727,22.635803
103,2023-12-04,12:16:00,屏東縣內埔鄉壽比路612號,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596504,22.637371
104,2023-12-07,11:29:43,屏東縣內埔鄉壽比路612號,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.596504,22.637371
105,2023-12-08,17:28:00,屏東縣內埔鄉老埤村壽比路與和成巷,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.596721,22.635774
106,2023-12-09,18:12:00,屏東縣內埔鄉老埤村壽比路616-3號附近,晴,有照明且開啟,車與車,0,1,機車,普通輕型,機車與自行車,120.596362,22.637063
107,2023-12-10,22:09:12,屏東縣內埔鄉壽比路科大路,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.595817,22.642095
108,2023-12-11,00:08:00,屏東縣內埔鄉壽比路373號,晴,有照明且開啟,車輛本身,0,1,,,,120.597774,22.632804
109,2023-12-12,17:49:25,屏東縣內埔鄉壽比路、和成巷口,晴,有照明且開啟,車與車,0,3,機車,普通重型,機車與自行車,120.596732,22.635794
110,2023-12-13,13:26:10,屏東縣內埔鄉老埤村壽比路585號前0.0公尺,晴,無照明,人與車,0,2,機車,普通重型,機車與自行車,120.596486,22.636646
111,2023-12-19,21:23:00,屏東縣內埔鄉壽比路與和成巷口,雨,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.596727,22.635803
112,2023-12-26,11:50:03,屏東縣內埔鄉壽比路655-7號前0.0公尺,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.595674,22.639154
113,2023-12-28,14:36:18,屏東縣內埔鄉壽比路與福泰路口,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.594839,22.631636
114,2023-01-17,12:34:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉永光路附近,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.564743,22.608698
115,2023-01-18,09:42:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁和路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.566471,22.61178
116,2023-01-23,01:43:42,屏東縣內埔鄉廣濟路仁和路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.566428,22.611822
117,2023-01-23,16:46:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉民生路附近,晴,日間自然光線,車與車,0,1,人,乘客,其他,120.5661,22.615678
118,2023-01-26,19:45:13,屏東縣內埔鄉內埔村廣濟路110號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,人,乘客,其他,120.566435,22.61456
119,2023-02-19,11:37:00,屏東縣內埔鄉廣濟路167號前0.0公尺,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.566653,22.612898
120,2023-03-01,14:07:38,屏東縣內埔鄉內埔村廣濟路口 / 屏東縣內埔鄉內埔村仁和路口,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.566423,22.611774
121,2023-03-11,11:50:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉廣濟路,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.566286,22.615128
122,2023-03-11,11:53:30,屏東縣內埔鄉廣濟路75號前0.0公尺,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.565849,22.610814
123,2023-03-15,11:12:32,屏東縣內埔鄉北寧路與廣濟路口,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.565554,22.617501
124,2023-03-30,12:26:00,屏東縣內埔鄉廣濟路108號,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.566652,22.614178
125,2023-04-16,17:25:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉仁智路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566065,22.61114
126,2023-04-17,15:28:33,屏東縣內埔鄉廣濟路60號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566676,22.613081
127,2023-04-18,16:49:43,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉東陽街口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566482,22.614316
128,2023-04-24,19:19:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉復興路,雨,夜間(或隧道、地下道、涵洞)有照明,車與車,0,3,人,乘客,其他,120.566725,22.612711
129,2023-05-03,08:00:38,屏東縣內埔鄉廣濟路25號,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.564903,22.609263
130,2023-05-04,10:16:48,屏東縣內埔鄉廣濟路213號,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.566457,22.613705
131,2023-05-10,08:39:34,屏東縣內埔鄉廣濟路北寧路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.565554,22.617501
132,2023-05-30,18:11:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉復興路,晴,日間自然光線,車與車,0,1,小客車,自用,其他,120.56567,22.610696
133,2023-05-31,21:12:52,屏東縣內埔鄉內埔村廣濟路圓環道路,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.566701,22.612417
134,2023-06-04,16:30:16,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉北寧路口,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.565533,22.617539
135,2023-06-07,23:34:01,屏東縣內埔鄉廣濟路209號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.566316,22.613773
136,2023-06-24,08:55:25,屏東縣內埔鄉廣濟路與仁和路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566725,22.612711
137,2023-06-24,19:20:00,屏東縣內埔鄉廣濟路口 / 屏東縣內埔鄉光明路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.566286,22.615128
138,2023-06-30,08:37:58,屏東縣內埔鄉內埔村廣濟路圓環道路,陰,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566739,22.612421
139,2023-07-10,08:36:00,屏東縣內埔鄉永光路口 / 屏東縣內埔鄉廣濟路,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.564748,22.60871
140,2023-07-15,02:08:00,屏東縣內埔鄉廣濟路145號附近,晴,有照明且開啟,車輛本身,0,1,,,,120.566644,22.612451
