id,occurred_at 112,occurred_time 112,location_text 112,weather 2,light_condition 2,accident_type 2,dead_count 112,injured_count 112,vehicle_1_type 2,vehicle_1_detail 2,vehicle_2_type 2,longitude112,latitude112
281,2023-11-20,17:27:32,屏東縣內埔鄉東寧村勝利路207號前路口,陰,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.566625,22.619523
282,2023-12-14,07:31:05,屏東縣內埔鄉東寧村勝利路200號前0.0公尺,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.566699,22.619526
283,2023-12-20,17:24:19,屏東縣內埔鄉自強路與勝利路口,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.561272,22.616473
284,2023-01-05,08:28:34,屏東縣內埔鄉光明路495號前,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.571667,22.61602
285,2023-01-11,11:28:26,屏東縣內埔鄉內埔村光明路286之3號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.567572,22.615419
286,2023-01-28,11:34:33,屏東縣內埔鄉光明路廣濟路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.566286,22.615128
287,2023-02-18,23:30:15,屏東縣內埔鄉勝利路與光明路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.570199,22.61586
288,2023-03-03,20:01:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉中興路附近,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.571234,22.616037
289,2023-03-10,18:03:05,屏東縣內埔鄉光明路220號前,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.570403,22.616001
290,2023-03-15,10:28:54,屏東縣內埔鄉光明路292巷,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.567671,22.616571
291,2023-03-16,15:56:51,屏東縣內埔鄉光明路10號,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.576021,22.616959
292,2023-04-03,13:41:00,屏東縣內埔鄉內埔村光明路口 / 屏東縣內埔鄉內埔村光明路附近,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.572942,22.616297
293,2023-04-06,07:34:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉南華路,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.575423,22.616649
294,2023-04-18,12:07:00,屏東縣內埔鄉光明路495號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,其他,120.571667,22.61602
295,2023-04-18,18:56:20,屏東縣內埔鄉內埔村光明路與南華路口,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.575424,22.616634
296,2023-04-26,20:08:00,屏東縣內埔鄉光明路615號前0.0公尺,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.568205,22.615543
297,2023-05-01,21:24:00,屏東縣內埔鄉勝利路與光明路口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,,,,120.565977,22.619818
298,2023-05-02,12:29:24,屏東縣內埔鄉光明路489-1號,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.571809,22.616043
299,2023-05-07,18:45:00,屏東縣內埔鄉光明路附近 / 屏東縣內埔鄉南華路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.575423,22.616649
300,2023-05-31,09:59:00,屏東縣內埔鄉光明路216-1號,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.570551,22.616043
301,2023-06-01,10:11:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉光明路292巷口附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.567531,22.615385
302,2023-06-09,12:02:51,屏東縣內埔鄉內埔村光明路與新光路口,雨,日間自然光線,車與車,0,1,機車,普通重型,機車,120.568445,22.615569
303,2023-07-01,22:45:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉新光路附近,晴,有照明且開啟,車與車,0,2,人,乘客,其他,120.568447,22.615549
304,2023-07-04,13:24:33,屏東縣內埔鄉光明路與光明路689巷口,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.567027,22.615282
305,2023-07-30,17:02:44,屏東縣內埔鄉內埔村光明路292巷口附近,陰,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.567447,22.61541
306,2023-10-10,18:16:16,屏東縣內埔鄉光明路與南華路口,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.575402,22.616603
307,2023-11-05,09:12:17,屏東縣內埔鄉光明路與光明路202巷口,晴,無照明,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.57124,22.616042
308,2023-12-05,17:39:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉光明路附近,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.572946,22.616277
309,2023-12-06,07:12:32,屏東縣內埔鄉光明路與光明路202巷口,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.57124,22.616042
310,2023-12-10,18:51:29,屏東縣內埔鄉光明路264號前,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.56858,22.61571
311,2023-12-15,19:50:00,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉光明路附近,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.567015,22.615254
312,2023-12-16,18:03:46,屏東縣內埔鄉光明路段(媽祖廟前),晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.566478,22.615184
313,2023-12-19,23:21:39,屏東縣內埔鄉光明路口 / 屏東縣內埔鄉南華路,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.575427,22.616609
314,2023-12-24,09:04:45,屏東縣內埔鄉內埔村光明路164號前0.0公尺,晴,無照明,車與車,0,4,人,乘客,其他,120.572471,22.616254
315,2023-12-30,10:59:00,屏東縣內埔鄉中興路口 / 屏東縣內埔鄉光明路,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.57124,22.616042
316,2023-01-16,15:35:27,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557398,22.595101
317,2023-01-18,08:29:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.557398,22.595203
318,2023-01-18,21:27:04,屏東縣內埔鄉美和村台一線學人路美和高中對面北上車道,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.560424,22.600585
319,2023-01-20,07:31:00,屏東縣內埔鄉學人路82號前0.0公尺,晴,日間自然光線,汽(機)車本身,0,1,大貨車,營業用,汽車,120.557566,22.595268
320,2023-01-23,09:24:00,屏東縣內埔鄉學人路655號,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.563375,22.606568
321,2023-01-25,14:21:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學人路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,其他,120.564091,22.60753
322,2023-01-25,21:38:30,屏東縣內埔鄉學人路408號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.561683,22.603042
323,2023-02-04,13:42:54,屏東縣內埔鄉和興村學人路7-11超商前,晴,日間自然光線,車與車,0,1,小貨車(含客、貨兩用),自用,汽車,120.562602,22.604719
324,2023-02-20,11:20:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉永光路附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.564593,22.60879
325,2023-02-21,20:55:19,屏東縣內埔鄉美和村學人路143之1號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,機車,普通重型,機車,120.558293,22.596955
326,2023-02-23,12:14:06,屏東縣內埔鄉學人路321號前,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.559761,22.600023
327,2023-03-05,05:29:00,屏東縣內埔鄉美和村學人路323號前0.0公尺附近,晴,日間自然光線,汽(機)車本身,0,2,人,乘客,其他,120.560493,22.601038
328,2023-03-08,14:27:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉忠英路附近,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.558693,22.597754
329,2023-03-14,09:03:51,屏東縣內埔鄉美和村台一線學人路251號前,晴,日間自然光線,車與車,0,1,慢車,微型電動二輪車,其他,120.559299,22.598872
330,2023-03-16,16:35:52,屏東縣內埔鄉學人路永安路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.558005,22.596166
331,2023-03-21,13:48:00,屏東縣內埔鄉學人路712號前0.0公尺附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.564279,22.607836
332,2023-03-21,15:59:00,屏東縣內埔鄉美和村學人路前0.0公尺附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.56149,22.602638
333,2023-03-26,19:11:47,屏東縣內埔鄉學人路678號前0.0公尺,晴,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,1,小客車,自用,汽車,120.563656,22.606762
334,2023-03-31,15:19:00,屏東縣內埔鄉學人路736號前0.0公尺,晴,日間自然光線,車與車,0,3,人,乘客,其他,120.564628,22.608158
335,2023-03-31,15:45:55,屏東縣內埔鄉學人路263號前,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.559405,22.598985
336,2023-04-12,12:44:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學人路附近,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.564065,22.60755
337,2023-04-22,14:26:37,屏東縣內埔鄉學人路541號前,晴,日間自然光線,車與車,0,3,機車,普通重型,機車,120.562429,22.604743
338,2023-04-23,11:54:40,屏東縣內埔鄉學人路四維路,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.557441,22.595165
339,2023-04-28,17:01:23,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉德美路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.56262,22.604836
340,2023-05-04,12:08:58,屏東縣內埔鄉學人路與四維路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.56036,22.600732
341,2023-05-06,07:20:49,屏東縣內埔鄉和興村學人路543號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.562574,22.604725
342,2023-05-13,22:26:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學興路,雨,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,人,乘客,其他,120.562629,22.604821
343,2023-05-15,14:14:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557441,22.595165
344,2023-05-24,09:53:43,屏東縣內埔鄉美和村台一線學人路321之7號前,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559936,22.600008
345,2023-05-25,15:17:53,屏東縣內埔鄉美和村台一線與學人路250巷口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.560198,22.600139
346,2023-05-26,14:51:51,屏東縣內埔鄉學人路與茄苳路口,雨,日間自然光線,車與車,0,1,機車,普通重型,機車,120.564642,22.608501
347,2023-06-05,13:01:44,屏東縣內埔鄉和興村學人路402號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.561801,22.60336
348,2023-06-19,09:04:09,屏東縣內埔鄉學人路德美路,晴,日間自然光線,車與車,0,1,慢車,腳踏自行車,其他,120.562663,22.604887
349,2023-06-23,21:39:40,屏東縣內埔鄉和興村美興路與學人路250巷口,陰,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.564361,22.59958
350,2023-06-29,16:10:37,屏東縣內埔鄉學人路408號前0.0公尺,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.561704,22.603087
351,2023-07-05,17:32:00,屏東縣內埔鄉學人路234號前0.0公尺附近,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,其他,120.559744,22.599308
352,2023-08-05,15:21:59,屏東縣內埔鄉學人路269號前,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.559378,22.599392
353,2023-08-06,09:40:44,屏東縣內埔鄉學人路618巷與學興路130巷口,晴,有照明未開啟或故障,車與車,0,1,小客車(含客、貨兩用),自用,其他,120.565107,22.604495
354,2023-09-01,10:45:56,屏東縣內埔鄉學人路678之1號,晴,有照明未開啟或故障,車與車,0,1,慢車,腳踏自行車,機車與自行車,120.563886,22.606623
355,2023-09-12,07:39:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學人路附近,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.564063,22.607533
356,2023-09-14,09:36:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉屏光路口,晴,有照明且開啟,車與車,0,1,慢車,腳踏自行車,機車與自行車,120.561102,22.602655
357,2023-10-03,06:57:14,屏東縣內埔鄉學興路學人路,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.562629,22.604821
358,2023-10-06,14:30:32,屏東縣內埔鄉學人路710號,雨,有照明未開啟或故障,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.564347,22.607746
359,2023-10-13,17:52:00,屏東縣內埔鄉學人路234號(峨嵋川菜館停車場前),晴,有照明且開啟,車與車,0,2,人,乘客,其他,120.56002,22.599509
360,2023-10-21,09:33:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.557352,22.595037
361,2023-10-28,07:16:00,屏東縣內埔鄉學人路260號,晴,有照明且開啟,人與車,0,2,人,行人,其他,120.560222,22.6
362,2023-10-31,21:19:03,屏東縣內埔鄉美和村台一線與學人路口,陰,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.561195,22.602669
363,2023-11-02,12:38:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉學興路,晴,有照明未開啟或故障,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.562629,22.604821
364,2023-11-03,11:37:00,屏東縣內埔鄉學人路627號,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.563188,22.606182
365,2023-11-22,14:43:48,屏東縣內埔鄉學人路四維路,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.557441,22.595165
366,2023-11-24,15:25:00,屏東縣內埔鄉學人路321號前0.0公尺,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.559994,22.600023
367,2023-11-29,16:01:00,屏東縣內埔鄉學人路312號,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.560657,22.601063
368,2023-12-04,18:00:40,屏東縣內埔鄉學人路323號,晴,有照明且開啟,車與車,0,3,機車,普通重型,機車與自行車,120.559953,22.600712
369,2023-12-13,13:14:00,屏東縣內埔鄉學人路751號前0.0公尺,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.564454,22.608468
370,2023-12-21,19:14:04,屏東縣內埔鄉和興村學人路392-1號前0.0公尺,陰,有照明且開啟,人與車,0,3,人,乘客,其他,120.561715,22.6031
371,2023-12-22,11:55:05,屏東縣內埔鄉學人路與學興路口,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.562629,22.604828
372,2023-01-18,08:29:00,屏東縣內埔鄉學人路口 / 屏東縣內埔鄉四維路,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.557398,22.595203
373,2023-04-30,16:11:58,屏東縣內埔鄉美和村台一線與四維路口,晴,日間自然光線,車與車,0,1,小客車,自用,汽車,120.557396,22.595301
374,2023-05-14,22:30:00,屏東縣內埔鄉台一線與四維路口,晴,夜間(或隧道、地下道、涵洞)有照明,人與汽(機)車,0,2,人,行人,其他,120.557357,22.59518
375,2023-05-20,20:48:07,屏東縣內埔鄉四維路八德路,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,2,機車,普通重型,機車,120.559274,22.585541
376,2023-07-13,07:25:00,屏東縣內埔鄉四維路429巷前0.0公尺口,晴,有照明未開啟或故障,車與車,0,2,機車,普通重型,機車與自行車,120.558285,22.591557
377,2023-07-19,18:03:00,屏東縣內埔鄉美和村四維路口 / 屏東縣內埔鄉美和村四維路附近,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.559536,22.58425
378,2023-10-07,11:17:15,屏東縣內埔鄉四維路507號前,晴,無照明,車與車,0,1,慢車,微型電動二輪車,機車與自行車,120.557479,22.594255
379,2023-10-09,11:32:19,屏東縣內埔鄉四維路11號前,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.5595,22.584081
380,2023-10-26,13:04:34,屏東縣內埔鄉美和村台一線與四維路口,晴,無照明,車與車,0,1,機車,普通重型,機車與自行車,120.557441,22.595165
381,2023-04-20,09:27:50,屏東縣內埔鄉屏光路復興路,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559745,22.608298
382,2023-05-04,07:33:00,屏東縣內埔鄉復興路87號前0.0公尺,晴,日間自然光線,汽(機)車本身,0,2,人,乘客,其他,120.561601,22.606609
383,2023-05-05,20:35:06,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉復興路,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559815,22.608311
384,2023-05-24,16:41:15,屏東縣內埔鄉內田村台一線與復興路87巷口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.560638,22.605104
385,2023-06-05,07:46:00,屏東縣內埔鄉復興路口 / 屏東縣內埔鄉屏光路附近,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559026,22.608037
386,2023-06-07,17:31:00,屏東縣內埔鄉復興路145號前0.0公尺,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.559773,22.608055
387,2023-06-17,10:32:00,屏東縣內埔鄉復興路87巷對面,晴,日間自然光線,車與車,0,1,機車,普通輕型,機車,120.561745,22.606929
388,2023-06-23,17:35:10,屏東縣內埔鄉永光路口 / 屏東縣內埔鄉復興路,晴,日間自然光線,車與車,0,1,小客車,自用,其他,120.562902,22.609042
389,2023-07-20,15:12:14,屏東縣內埔鄉屏光路與復興路口,雨,有照明未開啟或故障,車與車,0,2,人,乘客,其他,120.559792,22.608286
390,2023-07-31,17:17:36,屏東縣內埔鄉內田村復興路與德修路口,雨,無照明,車與車,0,1,機車,普通重型,其他,120.562428,22.608977
391,2023-08-03,07:57:03,屏東縣內埔鄉復興路145號前0.0公尺,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.559532,22.608282
392,2023-08-03,20:09:18,屏東縣內埔鄉復興路屏光路,晴,有照明且開啟,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.559745,22.608298
393,2023-08-15,14:03:18,屏東縣內埔鄉復興路屏光路,晴,有照明未開啟或故障,車與車,0,2,人,乘客,其他,120.559745,22.608298
394,2023-08-22,19:27:56,屏東縣內埔鄉內田村復興路與德修路口,陰,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.562351,22.609079
395,2023-10-12,21:02:00,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉復興路,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.560641,22.605087
396,2023-10-20,07:47:26,屏東縣內埔鄉富豐路復興路,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.545202,22.613655
397,2023-11-03,07:51:00,屏東縣內埔鄉復興路91號,晴,有照明且開啟,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.561693,22.608681
398,2023-11-18,09:48:37,屏東縣內埔鄉內田村復興路6之2號前0.0公尺,晴,無照明,車與車,0,3,人,乘客,其他,120.56548,22.610469
399,2023-11-22,12:51:14,屏東縣內埔鄉屏光路復興路,晴,有照明未開啟或故障,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.559745,22.608298
400,2023-11-23,09:52:16,屏東縣內埔鄉復興路2號前,晴,無照明,車與車,0,1,小客車(含客、貨兩用),自用,汽車,120.564839,22.611059
401,2023-12-06,07:38:34,屏東縣內埔鄉復興路90B37電桿,晴,有照明未開啟或故障,車與車,0,1,慢車,腳踏自行車,機車與自行車,120.559844,22.608324
402,2023-12-25,07:41:00,屏東縣內埔鄉屏光路與復興路87巷口,晴,有照明且開啟,車與車,0,1,機車,普通重型,機車與自行車,120.560561,22.604982
403,2023-12-28,17:49:00,屏東縣內埔鄉復興路159號,晴,有照明且開啟,車與車,0,2,機車,普通重型,機車與自行車,120.558862,22.608009
404,2023-02-09,15:29:14,屏東縣內埔鄉屏光路與自強路口,晴,日間自然光線,車與車,0,1,機車,普通重型,機車,120.557791,22.616645
405,2023-02-14,21:32:00,屏東縣內埔鄉屏光路291號附近,晴,日間自然光線,車與車,0,2,慢車,腳踏自行車,其他,120.558541,22.612113
406,2023-02-18,14:39:00,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉自強路附近,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.557716,22.616678
407,2023-04-10,07:56:00,屏東縣內埔鄉屏光路與陽明路口,晴,日間自然光線,車與車,0,2,機車,普通重型,機車,120.560552,22.60495
408,2023-05-05,20:35:06,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉復興路,晴,日間自然光線,車與車,0,2,人,乘客,其他,120.559815,22.608311
409,2023-05-27,22:22:00,屏東縣內埔鄉屏光路與埤頭巷口,晴,夜間(或隧道、地下道、涵洞)有照明,車與車,0,1,小客車,自用,汽車,120.559305,22.610062
410,2023-05-28,09:29:00,屏東縣內埔鄉屏光路595號,晴,日間自然光線,汽(機)車本身,0,1,,,,120.557242,22.619199
411,2023-05-29,13:35:00,屏東縣內埔鄉屏光路與埤頭巷口附近,晴,日間自然光線,汽(機)車本身,0,1,,,,120.559464,22.609346
412,2023-07-10,00:30:00,屏東縣內埔鄉屏光路附近 / 屏東縣內埔鄉自強路,晴,無照明,車與車,0,2,機車,普通重型,機車與自行車,120.55778,22.616254
413,2023-08-01,17:34:00,屏東縣內埔鄉屏光路北上車道,晴,有照明且開啟,車與車,0,2,小貨車(含客、貨兩用),自用,汽車,120.558854,22.612406
414,2023-08-18,13:04:00,屏東縣內埔鄉自強路口 / 屏東縣內埔鄉屏光路附近,晴,有照明未開啟或故障,車與車,0,2,小客車(含客、貨兩用),自用,汽車,120.557723,22.616666
415,2023-09-14,09:36:00,屏東縣內埔鄉學人路附近 / 屏東縣內埔鄉屏光路口,晴,有照明且開啟,車與車,0,1,慢車,腳踏自行車,機車與自行車,120.561102,22.602655
416,2023-09-16,11:40:54,屏東縣內埔鄉東寧村台一線屏光路與自強路口南下車道,晴,無照明,車與車,0,2,人,乘客,其他,120.557728,22.616393
417,2023-09-16,17:36:31,屏東縣內埔鄉東寧村台一線屏光路293號前,陰,無照明,車與車,0,2,人,乘客,其他,120.558783,22.612148
418,2023-09-19,11:18:00,屏東縣內埔鄉屏光路與埤頭巷口,晴,有照明且開啟,車與車,0,2,,,,120.559295,22.610126
419,2023-10-01,19:11:25,屏東縣內埔鄉屏光路與自強路口,雨,有照明且開啟,車與車,0,2,人,乘客,其他,120.55776,22.616633
420,2023-10-22,19:01:27,屏東縣內埔鄉屏光路23號前,雨,有照明且開啟,車與車,0,1,機車,普通重型,其他,120.560872,22.60382
421,2023-12-09,18:02:00,屏東縣內埔鄉屏光路26-1號前0.0公尺附近,晴,有照明且開啟,車與車,0,2,人,乘客,其他,120.560863,22.604148
422,2023-12-19,16:42:00,屏東縣內埔鄉屏光路口 / 屏東縣內埔鄉陽明路,晴,有照明未開啟或故障,車與車,0,1,機車,普通重型,機車與自行車,120.560561,22.604982